positionID,Entry,Entry name,Status,Protein names,Organism,Length,Gene name,High,Low,Medium,Not detected
O75078[226-734],O75078,ADA11_HUMAN,reviewed,"Disintegrin and metalloproteinase domain-containing protein 11 (ADAM 11) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein) (MDC)",Homo sapiens (Human),769,ADAM11,,"neuronal cells, glial cells, glial cells","cells in molecular layer, glial cells","melanocytes, decidual cells, glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, follicle cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, trophoblastic cells, pneumocytes, non-germinal center cells, bile duct cells, cells in tubules, cells in glomeruli, myocytes, glandular cells, glandular cells, macrophages, squamous epithelial cells, glandular cells, glandular cells, germinal center cells, glandular cells, Leydig cells, cells in seminiferous ducts, glandular cells, glandular cells, cells in white pulp, cells in red pulp, peripheral nerve, glandular cells, fibroblasts, fibroblasts, smooth muscle cells, glandular cells, epidermal cells, Langerhans, keratinocytes, fibroblasts, myocytes, glandular cells, peripheral nerve, glandular cells, hepatocytes, cells in endometrial stroma, glandular cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, squamous epithelial cells, urothelial cells, glandular cells, glandular cells, neuronal cells, cells in granular layer, Purkinje cells, endothelial cells, neuronal cells, adipocytes, neuropil, glandular cells, squamous epithelial cells, endothelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, glandular cells, squamous epithelial cells"
O43184[208-708],O43184,ADA12_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha),Homo sapiens (Human),909,ADAM12,trophoblastic cells,,,"islets of Langerhans, macrophages, ovarian stroma cells, follicle cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, pneumocytes, hepatocytes, bile duct cells, cells in tubules, cells in glomeruli, neuronal cells, exocrine glandular cells, glandular cells, glandular cells, glial cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, epidermal cells, glandular cells, smooth muscle cells, chondrocytes, fibroblasts, fibroblasts, peripheral nerve, Leydig cells, cells in red pulp, cells in white pulp, glandular cells, glandular cells, glandular cells, decidual cells, myocytes, glandular cells, glandular cells, glandular cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, squamous epithelial cells, respiratory epithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, glandular cells, adipocytes, myoepithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, squamous epithelial cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, glandular cells, neuropil, neuronal cells, glial cells, glandular cells, germinal center cells, glandular cells, cells in seminiferous ducts"
Q13444[207-696],Q13444,ADA15_HUMAN,reviewed,"Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)",Homo sapiens (Human),863,ADAM15,,"glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, follicle cells, germinal center cells, non-germinal center cells, squamous epithelial cells, peripheral nerve, smooth muscle cells, glandular cells, hepatocytes, glial cells, endothelial cells, neuropil, lymphoid tissue, glandular cells, glandular cells, glial cells, endothelial cells, cells in glomeruli, myocytes, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion","Leydig cells, myocytes, glandular cells, glandular cells, trophoblastic cells, keratinocytes, decidual cells, respiratory epithelial cells, non-germinal center cells, glandular cells, Langerhans, cells in seminiferous ducts, glandular cells, urothelial cells, glandular cells, glandular cells, cells in white pulp, cells in red pulp, pneumocytes, melanocytes, neuronal cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, respiratory epithelial cells, glandular cells, hematopoietic cells, macrophages, glandular cells, myoepithelial cells, cells in tubules, neuronal cells, glial cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells","adipocytes, fibroblasts, glandular cells, squamous epithelial cells, epidermal cells, squamous epithelial cells, fibroblasts, peripheral nerve, fibroblasts, chondrocytes, germinal center cells, adipocytes, bile duct cells, squamous epithelial cells, squamous epithelial cells"
P78536[215-671],P78536,ADA17_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b),Homo sapiens (Human),824,ADAM17,,"decidual cells, glandular cells, exocrine glandular cells, squamous epithelial cells, pneumocytes, fibroblasts, keratinocytes, epidermal cells, squamous epithelial cells, cells in white pulp, cells in red pulp, peripheral nerve, chondrocytes, Langerhans, bile duct cells, peripheral nerve, cells in glomeruli, neuronal cells, glial cells, glial cells, adipocytes, lymphoid tissue, cells in tubules, glandular cells, squamous epithelial cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, squamous epithelial cells, glandular cells","glandular cells, glandular cells, glandular cells, trophoblastic cells, myocytes, glandular cells, respiratory epithelial cells, ovarian stroma cells, follicle cells, non-germinal center cells, germinal center cells, macrophages, islets of Langerhans, glandular cells, squamous epithelial cells, urothelial cells, non-germinal center cells, germinal center cells, Leydig cells, hepatocytes, cells in seminiferous ducts, glandular cells, glandular cells, smooth muscle cells, glandular cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, respiratory epithelial cells, myoepithelial cells, hematopoietic cells, glandular cells, glandular cells, adipocytes, glandular cells, neuronal cells, melanocytes, glial cells, myocytes, glandular cells, neuronal cells, glandular cells, glandular cells, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, neuropil","fibroblasts, chondrocytes, fibroblasts"
Q99965[175-686],Q99965,ADAM2_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 2 (ADAM 2) (Cancer/testis antigen 15) (CT15) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta),Homo sapiens (Human),735,ADAM2,round or early spermatids,"Leydig cells, preleptotene spermatocytes","elongated or late spermatids, pachytene spermatocytes","myocytes, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, squamous epithelial cells, glial cells, germinal center cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, macrophages, pneumocytes, cells in endometrial stroma, non-germinal center cells, respiratory epithelial cells, neuronal cells, glandular cells, endothelial cells, glandular cells, adipocytes, glandular cells, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, glial cells, peripheral nerve/ganglion, neuronal cells, cells in molecular layer, Purkinje cells, squamous epithelial cells, glial cells, neuronal cells, neuropil, glandular cells, squamous epithelial cells, endothelial cells, cells in granular layer, follicle cells, respiratory epithelial cells, exocrine glandular cells, cells in white pulp, glandular cells, glandular cells, peritubular cells, spermatogonia cells, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, ovarian stroma cells, cells in red pulp, peripheral nerve, sertoli cells, peripheral nerve, islets of Langerhans, fibroblasts, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, fibroblasts, keratinocytes, Langerhans, melanocytes, epidermal cells, glandular cells, myocytes, smooth muscle cells, fibroblasts"
O43506[207-693],O43506,ADA20_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 20 (ADAM 20) (EC 3.4.24.-),Homo sapiens (Human),726,ADAM20,elongated or late spermatids,"preleptotene spermatocytes, pachytene spermatocytes, Leydig cells, round or early spermatids",spermatogonia cells,"non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, exocrine glandular cells, ovarian stroma cells, islets of Langerhans, germinal center cells, follicle cells, squamous epithelial cells, myocytes, macrophages, hepatocytes, bile duct cells, cells in tubules, cells in glomeruli, neuronal cells, glial cells, glandular cells, glandular cells, peritubular cells, pneumocytes, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, squamous epithelial cells, myocytes, fibroblasts, keratinocytes, Langerhans, melanocytes, glandular cells, smooth muscle cells, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, glandular cells, epidermal cells, glandular cells, glial cells, cells in endometrial stroma, glandular cells, adipocytes, hematopoietic cells, glandular cells, adipocytes, glandular cells, glandular cells, lymphoid tissue, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, sertoli cells, myoepithelial cells, respiratory epithelial cells, glandular cells, cells in granular layer, glandular cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, glandular cells, neuronal cells, neuropil, neuronal cells, cells in molecular layer, Purkinje cells, endothelial cells, glial cells"
Q9UKJ8[197-681],Q9UKJ8,ADA21_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 21 (ADAM 21) (EC 3.4.24.-),Homo sapiens (Human),722,ADAM21,,,Leydig cells,"fibroblasts, cells in red pulp, cells in white pulp, squamous epithelial cells, urothelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, glandular cells, cells in seminiferous ducts, glandular cells, peripheral nerve, peripheral nerve/ganglion, glandular cells, cells in tubules, bile duct cells, hepatocytes, glandular cells, pneumocytes, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, exocrine glandular cells, adipocytes, fibroblasts, cells in glomeruli, chondrocytes, glandular cells, epidermal cells, melanocytes, Langerhans, keratinocytes, fibroblasts, myocytes, glandular cells, islets of Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, smooth muscle cells, neuronal cells, macrophages, myocytes, neuronal cells, glial cells, endothelial cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, adipocytes, hematopoietic cells, lymphoid tissue, glandular cells, neuropil, glial cells, glandular cells, endothelial cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, cells in endometrial stroma, glandular cells, squamous epithelial cells, glandular cells"
O75077[287-792],O75077,ADA23_HUMAN,reviewed,"Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3)",Homo sapiens (Human),832,ADAM23,"Leydig cells, respiratory epithelial cells","ovarian stroma cells, fibroblasts, myocytes, glandular cells, germinal center cells, squamous epithelial cells, non-germinal center cells, cells in white pulp, cells in red pulp, peripheral nerve, peripheral nerve, smooth muscle cells, germinal center cells, cells in endometrial stroma, glandular cells, neuropil, glial cells, endothelial cells, glial cells, adipocytes, hematopoietic cells, lymphoid tissue, non-germinal center cells, hepatocytes, bile duct cells, cells in glomeruli, neuronal cells, glial cells, glandular cells","glandular cells, exocrine glandular cells, islets of Langerhans, glandular cells, decidual cells, glandular cells, glandular cells, trophoblastic cells, Langerhans, squamous epithelial cells, urothelial cells, squamous epithelial cells, glandular cells, cells in seminiferous ducts, glandular cells, glandular cells, chondrocytes, chondrocytes, glandular cells, epidermal cells, melanocytes, keratinocytes, glandular cells, glandular cells, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, squamous epithelial cells, neuronal cells, glandular cells, cells in granular layer, neuronal cells, respiratory epithelial cells, myoepithelial cells, glandular cells, glandular cells, glandular cells, adipocytes, cells in molecular layer, Purkinje cells, glandular cells, macrophages, cells in tubules, squamous epithelial cells, pneumocytes, myocytes","fibroblasts, cells in endometrial stroma"
Q9UKQ2[199-665],Q9UKQ2,ADA28_HUMAN,reviewed,"Disintegrin and metalloproteinase domain-containing protein 28 (ADAM 28) (EC 3.4.24.-) (Epididymal metalloproteinase-like, disintegrin-like, and cysteine-rich protein II) (eMDC II) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein L) (MDC-L)",Homo sapiens (Human),775,ADAM28,"glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, respiratory epithelial cells","squamous epithelial cells, squamous epithelial cells, glandular cells, glandular cells, cells in tubules, squamous epithelial cells, glandular cells, myocytes, decidual cells, exocrine glandular cells, squamous epithelial cells","lymphoid tissue, respiratory epithelial cells, myocytes, glandular cells, glandular cells, glandular cells, trophoblastic cells","squamous epithelial cells, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, glandular cells, keratinocytes, Langerhans, melanocytes, urothelial cells, non-germinal center cells, germinal center cells, glandular cells, Leydig cells, cells in seminiferous ducts, cells in white pulp, cells in red pulp, peripheral nerve, fibroblasts, fibroblasts, chondrocytes, smooth muscle cells, epidermal cells, glial cells, neuronal cells, cells in molecular layer, bile duct cells, cells in glomeruli, neuronal cells, glial cells, hepatocytes, cells in endometrial stroma, cells in endometrial stroma, peripheral nerve/ganglion, glandular cells, endothelial cells, macrophages, pneumocytes, germinal center cells, Purkinje cells, endothelial cells, glial cells, neuronal cells, fibroblasts, glandular cells, glandular cells, glandular cells, neuropil, islets of Langerhans, ovarian stroma cells, follicle cells, cells in granular layer, glandular cells, adipocytes, glandular cells"
Q9UKF2[199-687],Q9UKF2,ADA30_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 30 (ADAM 30) (EC 3.4.24.-),Homo sapiens (Human),790,ADAM30,,cells in seminiferous ducts,,"glandular cells, glandular cells, glandular cells, trophoblastic cells, decidual cells, glandular cells, islets of Langerhans, exocrine glandular cells, ovarian stroma cells, cells in tubules, follicle cells, squamous epithelial cells, respiratory epithelial cells, non-germinal center cells, germinal center cells, pneumocytes, macrophages, hepatocytes, adipocytes, glandular cells, glandular cells, myocytes, keratinocytes, cells in red pulp, cells in white pulp, glandular cells, glandular cells, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, peripheral nerve, fibroblasts, smooth muscle cells, glandular cells, epidermal cells, melanocytes, Langerhans, fibroblasts, glandular cells, fibroblasts, endothelial cells, cells in endometrial stroma, glandular cells, peripheral nerve/ganglion, glandular cells, endothelial cells, glandular cells, neuropil, neuronal cells, glial cells, peripheral nerve, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, glial cells, respiratory epithelial cells, myoepithelial cells, cells in glomeruli, neuronal cells, glial cells, myocytes, glandular cells, glandular cells, glandular cells, squamous epithelial cells, glandular cells, bile duct cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, glandular cells, cells in endometrial stroma"
Q9H2U9[19-668],Q9H2U9,ADAM7_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 7 (ADAM 7) (Sperm maturation-related glycoprotein GP-83),Homo sapiens (Human),754,ADAM7,glandular cells,,,"cells in tubules, squamous epithelial cells, glandular cells, glandular cells, myocytes, glial cells, neuronal cells, cells in glomeruli, glandular cells, bile duct cells, exocrine glandular cells, macrophages, glandular cells, smooth muscle cells, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, epidermal cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, germinal center cells, non-germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, glandular cells, hepatocytes, melanocytes, keratinocytes, pneumocytes, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, glandular cells, Langerhans, islets of Langerhans, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, fibroblasts, glandular cells, cells in endometrial stroma, cells in endometrial stroma, peripheral nerve/ganglion, glandular cells, adipocytes, glandular cells, glandular cells, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, respiratory epithelial cells, glial cells, neuronal cells, lymphoid tissue, cells in molecular layer, cells in granular layer, glandular cells, squamous epithelial cells, glandular cells, endothelial cells, neuronal cells, glial cells, endothelial cells, Purkinje cells, neuropil"
P78325[17-655],P78325,ADAM8_HUMAN,reviewed,Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a),Homo sapiens (Human),824,ADAM8,,"glandular cells, squamous epithelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, neuronal cells, adipocytes, urothelial cells, glandular cells, myoepithelial cells, respiratory epithelial cells, neuronal cells, fibroblasts, cells in red pulp, cells in white pulp, cells in seminiferous ducts, non-germinal center cells, germinal center cells, germinal center cells, respiratory epithelial cells, follicle cells, glandular cells, glandular cells","glandular cells, glandular cells, glandular cells, glandular cells, neuronal cells, glandular cells, glandular cells, hematopoietic cells, cells in tubules, glandular cells, glandular cells, fibroblasts, glandular cells, glandular cells, Leydig cells, glandular cells, pneumocytes, non-germinal center cells, macrophages, decidual cells, trophoblastic cells, exocrine glandular cells, glandular cells","cells in endometrial stroma, endothelial cells, squamous epithelial cells, myocytes, glial cells, neuropil, cells in endometrial stroma, adipocytes, endothelial cells, squamous epithelial cells, squamous epithelial cells, lymphoid tissue, cells in glomeruli, glial cells, cells in granular layer, cells in molecular layer, Purkinje cells, glial cells, hepatocytes, melanocytes, epidermal cells, smooth muscle cells, chondrocytes, peripheral nerve, bile duct cells, Langerhans, keratinocytes, myocytes, fibroblasts, squamous epithelial cells, ovarian stroma cells, islets of Langerhans, glandular cells, glandular cells"
Q15109[23-342],Q15109,RAGE_HUMAN,reviewed,Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products),Homo sapiens (Human),404,AGER,pneumocytes,"glial cells, glial cells, cells in tubules",glandular cells,"squamous epithelial cells, endothelial cells, glandular cells, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, glandular cells, squamous epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, glandular cells, cells in endometrial stroma, neuropil, respiratory epithelial cells, glial cells, cells in glomeruli, adipocytes, glandular cells, lymphoid tissue, hematopoietic cells, adipocytes, glandular cells, myoepithelial cells, neuronal cells, cells in granular layer, cells in molecular layer, Purkinje cells, endothelial cells, neuronal cells, non-germinal center cells, hepatocytes, glandular cells, smooth muscle cells, fibroblasts, peripheral nerve, fibroblasts, peripheral nerve, cells in red pulp, cells in white pulp, epidermal cells, glandular cells, cells in seminiferous ducts, Leydig cells, glandular cells, germinal center cells, squamous epithelial cells, urothelial cells, squamous epithelial cells, bile duct cells, glandular cells, melanocytes, neuronal cells, keratinocytes, macrophages, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, follicle cells, ovarian stroma cells, exocrine glandular cells, Langerhans, glandular cells, decidual cells, trophoblastic cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, islets of Langerhans, fibroblasts"
Q13740[28-527],Q13740,CD166_HUMAN,reviewed,CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166),Homo sapiens (Human),583,ALCAM,"glandular cells, glandular cells, glandular cells, islets of Langerhans, respiratory epithelial cells, peripheral nerve, glandular cells, glandular cells, peripheral nerve, fibroblasts, macrophages, Purkinje cells, respiratory epithelial cells, glandular cells, endothelial cells, bile duct cells, cells in tubules, glandular cells, hepatocytes, glandular cells, glandular cells, glandular cells","myocytes, Langerhans, ovarian stroma cells, squamous epithelial cells, glandular cells, smooth muscle cells, Leydig cells, glandular cells, glandular cells, glandular cells, glial cells, cells in endometrial stroma, glandular cells, glandular cells","glandular cells, exocrine glandular cells, urothelial cells, germinal center cells, glandular cells, pneumocytes, glial cells, neuropil, glandular cells, glandular cells","fibroblasts, melanocytes, keratinocytes, trophoblastic cells, epidermal cells, squamous epithelial cells, squamous epithelial cells, non-germinal center cells, cells in seminiferous ducts, non-germinal center cells, cells in white pulp, cells in red pulp, fibroblasts, chondrocytes, germinal center cells, neuronal cells, glial cells, endothelial cells, cells in molecular layer, cells in granular layer, adipocytes, hematopoietic cells, lymphoid tissue, adipocytes, myoepithelial cells, neuronal cells, squamous epithelial cells, cells in glomeruli, neuronal cells, myocytes, cells in endometrial stroma, squamous epithelial cells"
Q9UM73[19-1038],Q9UM73,ALK_HUMAN,reviewed,ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246),Homo sapiens (Human),1620,ALK,"neuronal cells, Purkinje cells, neuronal cells","cells in molecular layer, endothelial cells, hematopoietic cells, glandular cells, respiratory epithelial cells, trophoblastic cells, glandular cells, myocytes, Langerhans, epidermal cells, fibroblasts, Leydig cells, glandular cells, urothelial cells, squamous epithelial cells, glandular cells, decidual cells, glandular cells, cells in endometrial stroma, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, myocytes, squamous epithelial cells, macrophages, germinal center cells, non-germinal center cells, respiratory epithelial cells, squamous epithelial cells, ovarian stroma cells, glandular cells","neuropil, neuronal cells, keratinocytes, melanocytes","cells in granular layer, glial cells, glial cells, adipocytes, myoepithelial cells, glandular cells, lymphoid tissue, glandular cells, adipocytes, glandular cells, endothelial cells, glandular cells, fibroblasts, smooth muscle cells, fibroblasts, peripheral nerve, peripheral nerve, cells in red pulp, cells in white pulp, glandular cells, glandular cells, cells in seminiferous ducts, germinal center cells, non-germinal center cells, squamous epithelial cells, glandular cells, islets of Langerhans, peripheral nerve/ganglion, glandular cells, cells in endometrial stroma, squamous epithelial cells, glial cells, cells in glomeruli, cells in tubules, bile duct cells, hepatocytes, pneumocytes, exocrine glandular cells, glandular cells"
Q86WK6[28-372],Q86WK6,AMGO1_HUMAN,reviewed,Amphoterin-induced protein 1 (AMIGO-1) (Alivin-2),Homo sapiens (Human),493,AMIGO1,"cells in red pulp, glandular cells, hematopoietic cells, cells in seminiferous ducts","myocytes, glandular cells, exocrine glandular cells, ovarian stroma cells, melanocytes, smooth muscle cells, epidermal cells, macrophages, hepatocytes, glial cells, glial cells, germinal center cells, non-germinal center cells, endothelial cells, bile duct cells, cells in glomeruli, glial cells, myocytes","respiratory epithelial cells, glandular cells, glandular cells, glandular cells, glandular cells, trophoblastic cells, follicle cells, squamous epithelial cells, squamous epithelial cells, non-germinal center cells, germinal center cells, glandular cells, glandular cells, glandular cells, cells in white pulp, fibroblasts, myoepithelial cells, lymphoid tissue, glandular cells, glandular cells, chondrocytes, neuronal cells, Purkinje cells, cells in molecular layer, cells in granular layer, neuronal cells, respiratory epithelial cells, glandular cells, squamous epithelial cells, urothelial cells, glandular cells, glandular cells, peripheral nerve/ganglion, cells in tubules, neuronal cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, cells in endometrial stroma, glandular cells, squamous epithelial cells, Leydig cells","keratinocytes, fibroblasts, Langerhans, fibroblasts, adipocytes, pneumocytes, neuropil, endothelial cells, cells in endometrial stroma, adipocytes"
Q86SJ2[40-398],Q86SJ2,AMGO2_HUMAN,reviewed,Amphoterin-induced protein 2 (AMIGO-2) (Alivin-1) (Differentially expressed in gastric adenocarcinomas) (DEGA),Homo sapiens (Human),522,AMIGO2,"cells in tubules, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells, glandular cells","urothelial cells, squamous epithelial cells, exocrine glandular cells, myocytes, trophoblastic cells, glandular cells, squamous epithelial cells, respiratory epithelial cells, myoepithelial cells, glandular cells, glandular cells, glandular cells, epidermal cells","Leydig cells, bile duct cells, hepatocytes, macrophages, glandular cells, glandular cells, glandular cells, decidual cells, glandular cells, glandular cells, glandular cells, glandular cells","cells in white pulp, squamous epithelial cells, non-germinal center cells, germinal center cells, cells in red pulp, glial cells, myocytes, smooth muscle cells, neuronal cells, cells in glomeruli, pneumocytes, germinal center cells, non-germinal center cells, squamous epithelial cells, follicle cells, ovarian stroma cells, islets of Langerhans, Langerhans, keratinocytes, fibroblasts, glandular cells, cells in seminiferous ducts, glial cells, adipocytes, hematopoietic cells, neuronal cells, lymphoid tissue, adipocytes, chondrocytes, fibroblasts, peripheral nerve, melanocytes, cells in granular layer, Purkinje cells, cells in endometrial stroma, cells in endometrial stroma, peripheral nerve/ganglion, cells in molecular layer, squamous epithelial cells, glandular cells, neuropil, neuronal cells, glial cells, endothelial cells, endothelial cells"
