Entry,Region,Start,End,domain name
Q8NFR9,Domain,487,624,SEFIR
Q14627,Domain,34,134,Fibronectin type-III 1
Q14627,Domain,139,235,Fibronectin type-III 2
Q14627,Domain,240,333,Fibronectin type-III 3
P20273,Domain,20,138,Ig-like V-type
P20273,Domain,143,235,Ig-like C2-type 1
P20273,Domain,242,326,Ig-like C2-type 2
P20273,Domain,331,416,Ig-like C2-type 3
P20273,Domain,419,500,Ig-like C2-type 4
P20273,Domain,505,582,Ig-like C2-type 5
P20273,Domain,593,676,Ig-like C2-type 6
P43146,Domain,26,135,Ig-like C2-type 1
P43146,Domain,139,229,Ig-like C2-type 2
P43146,Domain,234,326,Ig-like C2-type 3
P43146,Domain,331,416,Ig-like C2-type 4
P43146,Domain,431,524,Fibronectin type-III 1
P43146,Domain,530,620,Fibronectin type-III 2
P43146,Domain,625,718,Fibronectin type-III 3
P43146,Domain,728,821,Fibronectin type-III 4
P43146,Domain,846,942,Fibronectin type-III 5
P43146,Domain,947,1044,Fibronectin type-III 6
Q96KG7,Domain,30,107,EMI
Q96KG7,Domain,106,136,EGF-like 1
Q96KG7,Domain,144,179,EGF-like 2
Q96KG7,Domain,187,222,EGF-like 3
Q96KG7,Domain,230,265,EGF-like 4
Q96KG7,Domain,278,308,EGF-like 5
Q96KG7,Domain,316,351,EGF-like 6
Q96KG7,Domain,405,440,EGF-like 7
Q96KG7,Domain,453,483,EGF-like 8
Q96KG7,Domain,491,526,EGF-like 9
Q96KG7,Domain,539,569,EGF-like 10
Q96KG7,Domain,577,612,EGF-like 11
Q96KG7,Domain,665,700,EGF-like 12
Q96KG7,Domain,713,743,EGF-like 13
Q96KG7,Domain,751,786,EGF-like 14
Q96KG7,Domain,799,829,EGF-like 15
P53708,Repeat,44,105,FG-GAP 1
P53708,Repeat,122,183,FG-GAP 2
P53708,Repeat,188,240,FG-GAP 3
P53708,Repeat,253,306,FG-GAP 4
P53708,Repeat,307,372,FG-GAP 5
P53708,Repeat,373,431,FG-GAP 6
P53708,Repeat,435,498,FG-GAP 7
Q29980,Domain,207,298,Ig-like C1-type
O76036,Domain,34,118,Ig-like 1
O76036,Domain,129,211,Ig-like 2
P31995,Domain,48,127,Ig-like C2-type 1
P31995,Domain,131,213,Ig-like C2-type 2
P56975,Domain,286,329,EGF-like
O95944,Domain,22,120,Ig-like
O95297,Domain,36,146,Ig-like V-type
Q9P2S2,Domain,29,206,Laminin G-like 1
Q9P2S2,Domain,202,242,EGF-like 1
Q9P2S2,Domain,289,486,Laminin G-like 2
Q9P2S2,Domain,493,686,Laminin G-like 3
Q9P2S2,Domain,690,727,EGF-like 2
Q9P2S2,Domain,732,904,Laminin G-like 4
Q9P2S2,Domain,918,1093,Laminin G-like 5
Q9P2S2,Domain,1096,1133,EGF-like 3
Q9P2S2,Domain,1137,1345,Laminin G-like 6
P55082,Domain,45,137,Ig-like C2-type
O60462,Domain,28,142,CUB 1
O60462,Domain,149,267,CUB 2
O60462,Domain,277,427,F5/8 type C 1
O60462,Domain,434,592,F5/8 type C 2
O60462,Domain,642,802,MAM
Q9UM47,Domain,40,77,EGF-like 1
Q9UM47,Domain,78,118,EGF-like 2
Q9UM47,Domain,119,156,EGF-like 3
Q9UM47,Domain,158,195,EGF-like 4
Q9UM47,Domain,197,234,EGF-like 5
Q9UM47,Domain,236,272,EGF-like 6
Q9UM47,Domain,274,312,EGF-like 7
Q9UM47,Domain,314,350,EGF-like 8
Q9UM47,Domain,351,389,EGF-like 9
Q9UM47,Domain,391,429,EGF-like 10
Q9UM47,Domain,431,467,EGF-like 11
Q9UM47,Domain,469,505,EGF-like 12
Q9UM47,Domain,507,543,EGF-like 13
Q9UM47,Domain,545,580,EGF-like 14
Q9UM47,Domain,582,618,EGF-like 15
Q9UM47,Domain,620,655,EGF-like 16
Q9UM47,Domain,657,693,EGF-like 17
Q9UM47,Domain,695,730,EGF-like 18
Q9UM47,Domain,734,770,EGF-like 19
Q9UM47,Domain,771,808,EGF-like 20
Q9UM47,Domain,810,847,EGF-like 21
Q9UM47,Domain,849,885,EGF-like 22
Q9UM47,Domain,887,922,EGF-like 23
Q9UM47,Domain,924,960,EGF-like 24
Q9UM47,Domain,962,998,EGF-like 25
Q9UM47,Domain,1000,1034,EGF-like 26
Q9UM47,Domain,1047,1082,EGF-like 27
Q9UM47,Domain,1084,1120,EGF-like 28
Q9UM47,Domain,1122,1158,EGF-like 29
Q9UM47,Domain,1160,1203,EGF-like 30
Q9UM47,Domain,1205,1244,EGF-like 31
Q9UM47,Domain,1246,1287,EGF-like 32
Q9UM47,Domain,1289,1325,EGF-like 33
Q9UM47,Domain,1335,1373,EGF-like 34
Q9UM47,Repeat,1387,1427,LNR 1
Q9UM47,Repeat,1428,1458,LNR 2
Q9UM47,Repeat,1467,1505,LNR 3
Q9UM47,Repeat,1838,1867,ANK 1
Q9UM47,Repeat,1871,1901,ANK 2
Q9UM47,Repeat,1905,1934,ANK 3
Q9UM47,Repeat,1938,1967,ANK 4
Q9UM47,Repeat,1971,2000,ANK 5
Q6Q8B3,Domain,46,132,Ig-like V-type
Q6Q8B3,Domain,133,221,Ig-like C2-type
P38570,Repeat,22,79,FG-GAP 1
P38570,Repeat,80,138,FG-GAP 2
P38570,Domain,200,389,VWFA
P38570,Repeat,390,442,FG-GAP 3
P38570,Repeat,447,499,FG-GAP 4
P38570,Repeat,500,560,FG-GAP 5
P38570,Repeat,563,627,FG-GAP 6
P38570,Repeat,631,691,FG-GAP 7
P15529,Domain,35,96,Sushi 1
P15529,Domain,97,159,Sushi 2
P15529,Domain,160,225,Sushi 3
P15529,Domain,226,285,Sushi 4
Q8WUT4,Repeat,51,74,LRR 1
Q8WUT4,Repeat,75,97,LRR 2
Q8WUT4,Repeat,98,123,LRR 3
Q8WUT4,Repeat,125,144,LRR 4
Q8WUT4,Repeat,145,168,LRR 5
Q8WUT4,Repeat,174,197,LRR 6
Q8WUT4,Repeat,203,226,LRR 7
Q8WUT4,Repeat,228,251,LRR 8
Q8WUT4,Repeat,253,276,LRR 9
Q8WUT4,Repeat,277,300,LRR 10
Q8WUT4,Domain,579,679,Fibronectin type-III
Q9Y5G5,Domain,30,133,Cadherin 1
Q9Y5G5,Domain,134,242,Cadherin 2
Q9Y5G5,Domain,243,347,Cadherin 3
Q9Y5G5,Domain,348,452,Cadherin 4
Q9Y5G5,Domain,453,562,Cadherin 5
Q9Y5G5,Domain,570,682,Cadherin 6
Q9Y5F1,Domain,35,133,Cadherin 1
Q9Y5F1,Domain,138,242,Cadherin 2
Q9Y5F1,Domain,247,347,Cadherin 3
Q9Y5F1,Domain,352,451,Cadherin 4
Q9Y5F1,Domain,456,561,Cadherin 5
Q9Y5F1,Domain,568,671,Cadherin 6
Q9UN74,Domain,30,133,Cadherin 1
Q9UN74,Domain,134,242,Cadherin 2
Q9UN74,Domain,243,350,Cadherin 3
Q9UN74,Domain,351,455,Cadherin 4
Q9UN74,Domain,456,565,Cadherin 5
Q9UN74,Domain,588,678,Cadherin 6
Q9UN74,Repeat,734,737,PXXP 1
Q9UN74,Repeat,774,777,PXXP 2
Q9UN74,Repeat,796,799,PXXP 3
Q9UN74,Repeat,829,832,PXXP 4
Q9UN74,Repeat,870,873,PXXP 5
Q9UN74,Repeat,888,891,PXXP 6
Q9Y5G9,Domain,60,164,Cadherin 1
Q9Y5G9,Domain,165,273,Cadherin 2
Q9Y5G9,Domain,274,378,Cadherin 3
Q9Y5G9,Domain,379,483,Cadherin 4
Q9Y5G9,Domain,484,598,Cadherin 5
Q9Y5G9,Domain,601,713,Cadherin 6
Q9Y5G0,Domain,31,133,Cadherin 1
Q9Y5G0,Domain,134,242,Cadherin 2
Q9Y5G0,Domain,243,343,Cadherin 3
Q9Y5G0,Domain,344,448,Cadherin 4
Q9Y5G0,Domain,449,558,Cadherin 5
Q9Y5G0,Domain,566,671,Cadherin 6
P13598,Domain,41,98,Ig-like C2-type 1
P13598,Domain,127,197,Ig-like C2-type 2
Q93033,Domain,22,139,Ig-like C2-type 1
Q93033,Domain,144,265,Ig-like C2-type 2
Q93033,Domain,279,389,Ig-like C2-type 3
Q93033,Domain,408,525,Ig-like C2-type 4
Q93033,Domain,541,651,Ig-like C2-type 5
Q93033,Domain,656,794,Ig-like C2-type 6
Q93033,Domain,808,925,Ig-like C2-type 7
Q8TAB3,Domain,22,129,Cadherin 1
Q8TAB3,Domain,130,238,Cadherin 2
Q8TAB3,Domain,239,346,Cadherin 3
Q8TAB3,Domain,350,453,Cadherin 4
Q8TAB3,Domain,454,563,Cadherin 5
Q8TAB3,Domain,569,672,Cadherin 6
Q9Y5E4,Domain,35,133,Cadherin 1
Q9Y5E4,Domain,138,242,Cadherin 2
Q9Y5E4,Domain,247,346,Cadherin 3
Q9Y5E4,Domain,351,450,Cadherin 4
Q9Y5E4,Domain,455,560,Cadherin 5
Q9Y5E4,Domain,567,670,Cadherin 6
Q9Y5I0,Domain,34,133,Cadherin 1
Q9Y5I0,Domain,134,242,Cadherin 2
Q9Y5I0,Domain,243,350,Cadherin 3
Q9Y5I0,Domain,351,455,Cadherin 4
Q9Y5I0,Domain,456,565,Cadherin 5
Q9Y5I0,Domain,581,678,Cadherin 6
Q9Y5I0,Repeat,734,737,PXXP 1
Q9Y5I0,Repeat,774,777,PXXP 2
Q9Y5I0,Repeat,799,802,PXXP 3
Q9Y5I0,Repeat,832,835,PXXP 4
Q9Y5I0,Repeat,873,876,PXXP 5
Q9Y5I0,Repeat,891,894,PXXP 6
P78536,Domain,223,474,Peptidase M12B
P78536,Domain,475,563,Disintegrin
P13591,Domain,20,111,Ig-like C2-type 1
P13591,Domain,116,205,Ig-like C2-type 2
P13591,Domain,212,301,Ig-like C2-type 3
P13591,Domain,308,413,Ig-like C2-type 4
P13591,Domain,416,501,Ig-like C2-type 5
P13591,Domain,509,608,Fibronectin type-III 1
P13591,Domain,611,706,Fibronectin type-III 2
P78410,Domain,30,139,Ig-like V-type
O75882,Domain,101,129,EGF-like
O75882,Domain,132,248,CUB
O75882,Repeat,352,402,Kelch 1
O75882,Repeat,404,451,Kelch 2
O75882,Repeat,461,508,Kelch 3
O75882,Repeat,513,564,Kelch 4
O75882,Repeat,566,624,Kelch 5
O75882,Repeat,625,671,Kelch 6
O75882,Domain,703,748,PSI 1
O75882,Domain,755,794,PSI 2
O75882,Domain,795,919,C-type lectin
O75882,Domain,932,983,PSI 3
O75882,Domain,986,1061,PSI 4
O75882,Domain,1063,1108,Laminin EGF-like 1
O75882,Domain,1109,1157,Laminin EGF-like 2
P11912,Domain,33,116,Ig-like C2-type
P11912,Domain,177,205,ITAM
O43570,Domain,30,289,Alpha-carbonic anhydrase
Q14954,Domain,42,107,Ig-like C2-type 1
Q14954,Domain,142,205,Ig-like C2-type 2
P43629,Domain,42,102,Ig-like C2-type 1
P43629,Domain,137,202,Ig-like C2-type 2
P43629,Domain,237,300,Ig-like C2-type 3
Q8TDF5,Domain,41,155,CUB 1
Q8TDF5,Domain,172,287,CUB 2
Q8TDF5,Domain,291,327,LDL-receptor class A
P78325,Domain,200,400,Peptidase M12B
P78325,Domain,408,494,Disintegrin
P78325,Domain,609,641,EGF-like
Q8N6P7,Domain,17,124,Fibronectin type-III 1
Q8N6P7,Domain,141,221,Fibronectin type-III 2
Q9UK23,Domain,358,390,EGF-like
O14931,Domain,19,126,Ig-like
P18084,Domain,27,76,PSI
P18084,Domain,136,378,VWFA
P18084,Repeat,465,512,I
P18084,Repeat,513,554,II
P18084,Repeat,555,593,III
P18084,Repeat,594,630,IV
Q8NCW0,Domain,35,119,Kringle
Q8NCW0,Domain,121,215,WSC
Q8NCW0,Domain,219,326,CUB
Q8NHL6,Domain,27,115,Ig-like C2-type 1
Q8NHL6,Domain,116,221,Ig-like C2-type 2
Q8NHL6,Domain,222,312,Ig-like C2-type 3
Q8NHL6,Domain,313,409,Ig-like C2-type 4
Q9ULB1,Domain,31,217,Laminin G-like 1
Q9ULB1,Domain,213,256,EGF-like 1
Q9ULB1,Domain,283,473,Laminin G-like 2
Q9ULB1,Domain,480,672,Laminin G-like 3
Q9ULB1,Domain,676,713,EGF-like 2
Q9ULB1,Domain,718,891,Laminin G-like 4
Q9ULB1,Domain,905,1080,Laminin G-like 5
Q9ULB1,Domain,1083,1120,EGF-like 3
Q9ULB1,Domain,1126,1294,Laminin G-like 6
Q9UMF0,Domain,48,130,Ig-like C2-type 1
Q9UMF0,Domain,135,235,Ig-like C2-type 2
Q9UMF0,Domain,242,329,Ig-like C2-type 3
Q9UMF0,Domain,337,402,Ig-like C2-type 4
Q9UMF0,Domain,408,486,Ig-like C2-type 5
Q9UMF0,Domain,491,568,Ig-like C2-type 6
Q9UMF0,Domain,573,662,Ig-like C2-type 7
Q9UMF0,Domain,666,739,Ig-like C2-type 8
Q9UMF0,Domain,746,830,Ig-like C2-type 9
Q16288,Repeat,104,125,LRR 1
Q16288,Repeat,128,149,LRR 2
Q16288,Domain,160,209,LRRCT
Q16288,Domain,210,300,Ig-like C2-type 1
Q16288,Domain,309,382,Ig-like C2-type 2
Q16288,Domain,538,839,Protein kinase
O14511,Domain,237,332,Ig-like C2-type
O14511,Domain,341,382,EGF-like
P42701,Domain,46,136,Fibronectin type-III 1
P42701,Domain,142,234,Fibronectin type-III 2
P42701,Domain,237,337,Fibronectin type-III 3
P42701,Domain,338,444,Fibronectin type-III 4
P42701,Domain,448,542,Fibronectin type-III 5
P13612,Repeat,35,100,FG-GAP 1
P13612,Repeat,110,177,FG-GAP 2
P13612,Repeat,185,237,FG-GAP 3
P13612,Repeat,238,291,FG-GAP 4
P13612,Repeat,292,351,FG-GAP 5
P13612,Repeat,355,412,FG-GAP 6
P13612,Repeat,416,478,FG-GAP 7
P13747,Domain,206,294,Ig-like C1-type
Q8WWG1,Domain,5,46,EGF-like
Q8N6Y1,Domain,64,209,Cadherin 1
Q8N6Y1,Domain,210,320,Cadherin 2
Q8N6Y1,Domain,321,535,Cadherin 3
Q8N6Y1,Domain,536,639,Cadherin 4
Q8N6Y1,Domain,640,742,Cadherin 5
Q8N6Y1,Domain,746,863,Cadherin 6
P01871,Domain,6,102,Ig-like 1
P01871,Domain,111,211,Ig-like 2
P01871,Domain,229,319,Ig-like 3
P01871,Domain,329,430,Ig-like 4
Q6UXM1,Domain,38,74,LRRNT
Q6UXM1,Repeat,75,96,LRR 1
Q6UXM1,Repeat,99,120,LRR 2
Q6UXM1,Repeat,122,142,LRR 3
Q6UXM1,Repeat,146,167,LRR 4
Q6UXM1,Repeat,168,189,LRR 5
Q6UXM1,Repeat,193,214,LRR 6
Q6UXM1,Repeat,216,237,LRR 7
Q6UXM1,Repeat,240,261,LRR 8
Q6UXM1,Repeat,264,285,LRR 9
Q6UXM1,Repeat,288,309,LRR 10
Q6UXM1,Repeat,312,333,LRR 11
Q6UXM1,Repeat,336,357,LRR 12
Q6UXM1,Repeat,360,382,LRR 13
Q6UXM1,Repeat,387,408,LRR 14
Q6UXM1,Repeat,411,432,LRR 15
Q6UXM1,Domain,444,495,LRRCT
Q6UXM1,Domain,499,598,Ig-like C2-type 1
Q6UXM1,Domain,603,692,Ig-like C2-type 2
Q6UXM1,Domain,697,783,Ig-like C2-type 3
P50281,Repeat,316,364,Hemopexin 1
P50281,Repeat,365,410,Hemopexin 2
P50281,Repeat,412,460,Hemopexin 3
P50281,Repeat,461,508,Hemopexin 4
P04234,Domain,138,166,ITAM
P08069,Domain,491,609,Fibronectin type-III 1
P08069,Domain,610,708,Fibronectin type-III 2
P08069,Domain,735,828,Fibronectin type-III 3
P08069,Domain,834,927,Fibronectin type-III 4
P08069,Domain,999,1274,Protein kinase
Q01638,Domain,19,103,Ig-like C2-type 1
Q01638,Domain,114,197,Ig-like C2-type 2
Q01638,Domain,212,319,Ig-like C2-type 3
Q01638,Domain,375,538,TIR
Q86YD5,Domain,28,65,LDL-receptor class A 1
Q86YD5,Domain,70,107,LDL-receptor class A 2
Q86YD5,Domain,112,148,LDL-receptor class A 3
Q9Y5E1,Domain,35,133,Cadherin 1
Q9Y5E1,Domain,138,242,Cadherin 2
Q9Y5E1,Domain,247,347,Cadherin 3
Q9Y5E1,Domain,352,451,Cadherin 4
Q9Y5E1,Domain,456,561,Cadherin 5
Q9Y5E1,Domain,568,671,Cadherin 6
Q9Y5H6,Domain,30,133,Cadherin 1
Q9Y5H6,Domain,157,242,Cadherin 2
Q9Y5H6,Domain,243,350,Cadherin 3
Q9Y5H6,Domain,351,455,Cadherin 4
Q9Y5H6,Domain,456,565,Cadherin 5
Q9Y5H6,Domain,581,678,Cadherin 6
Q9Y5H6,Repeat,774,777,PXXP 1
Q9Y5H6,Repeat,799,802,PXXP 2
Q9Y5H6,Repeat,832,835,PXXP 3
Q9Y5H6,Repeat,873,876,PXXP 4
Q9Y5H6,Repeat,891,894,PXXP 5
Q9UN66,Domain,36,134,Cadherin 1
Q9UN66,Domain,139,243,Cadherin 2
Q9UN66,Domain,248,348,Cadherin 3
Q9UN66,Domain,353,452,Cadherin 4
Q9UN66,Domain,457,562,Cadherin 5
Q9UN66,Domain,569,672,Cadherin 6
Q96FE7,Domain,24,101,Kringle
Q5VT99,Domain,28,56,LRRNT
Q5VT99,Repeat,57,78,LRR 1
Q5VT99,Repeat,81,102,LRR 2
Q5VT99,Repeat,105,126,LRR 3
Q5VT99,Repeat,129,150,LRR 4
Q5VT99,Repeat,153,174,LRR 5
Q5VT99,Domain,186,241,LRRCT
Q9Y5I1,Domain,30,133,Cadherin 1
Q9Y5I1,Domain,157,242,Cadherin 2
Q9Y5I1,Domain,243,349,Cadherin 3
Q9Y5I1,Domain,350,454,Cadherin 4
Q9Y5I1,Domain,455,564,Cadherin 5
Q9Y5I1,Domain,580,677,Cadherin 6
Q9Y5I1,Repeat,733,736,PXXP 1
Q9Y5I1,Repeat,773,776,PXXP 2
Q9Y5I1,Repeat,795,798,PXXP 3
Q9Y5I1,Repeat,831,834,PXXP 4
Q9Y5I1,Repeat,872,875,PXXP 5
Q9Y5I1,Repeat,890,893,PXXP 6
Q9Y5F8,Domain,31,133,Cadherin 1
Q9Y5F8,Domain,134,242,Cadherin 2
Q9Y5F8,Domain,243,347,Cadherin 3
Q9Y5F8,Domain,348,452,Cadherin 4
Q9Y5F8,Domain,453,562,Cadherin 5
Q9Y5F8,Domain,570,675,Cadherin 6
Q9Y5I2,Domain,29,132,Cadherin 1
Q9Y5I2,Domain,133,241,Cadherin 2
Q9Y5I2,Domain,242,349,Cadherin 3
Q9Y5I2,Domain,350,454,Cadherin 4
Q9Y5I2,Domain,455,564,Cadherin 5
Q9Y5I2,Domain,587,689,Cadherin 6
Q9Y5I2,Repeat,732,735,PXXP 1
Q9Y5I2,Repeat,772,775,PXXP 2
Q9Y5I2,Repeat,797,800,PXXP 3
Q9Y5I2,Repeat,830,833,PXXP 4
Q9Y5I2,Repeat,871,874,PXXP 5
Q9Y5I2,Repeat,889,892,PXXP 6
O60245,Domain,29,143,Cadherin 1
O60245,Domain,144,308,Cadherin 2
O60245,Domain,309,415,Cadherin 3
O60245,Domain,424,535,Cadherin 4
O60245,Domain,536,639,Cadherin 5
O60245,Domain,640,742,Cadherin 6
O60245,Domain,745,862,Cadherin 7
Q8NAC3,Domain,583,735,SEFIR
Q9Y5E5,Domain,34,132,Cadherin 1
Q9Y5E5,Domain,137,241,Cadherin 2
Q9Y5E5,Domain,246,346,Cadherin 3
Q9Y5E5,Domain,351,450,Cadherin 4
Q9Y5E5,Domain,455,560,Cadherin 5
Q9Y5E5,Domain,567,670,Cadherin 6
Q9Y5G8,Domain,30,133,Cadherin 1
Q9Y5G8,Domain,134,242,Cadherin 2
Q9Y5G8,Domain,243,347,Cadherin 3
Q9Y5G8,Domain,348,452,Cadherin 4
Q9Y5G8,Domain,453,562,Cadherin 5
Q9Y5G8,Domain,570,683,Cadherin 6
Q9Y5G1,Domain,31,133,Cadherin 1
Q9Y5G1,Domain,134,242,Cadherin 2
Q9Y5G1,Domain,243,347,Cadherin 3
Q9Y5G1,Domain,348,452,Cadherin 4
Q9Y5G1,Domain,453,562,Cadherin 5
Q9Y5G1,Domain,570,675,Cadherin 6
Q9Y5H0,Domain,30,133,Cadherin 1
Q9Y5H0,Domain,134,242,Cadherin 2
Q9Y5H0,Domain,243,347,Cadherin 3
Q9Y5H0,Domain,348,452,Cadherin 4
Q9Y5H0,Domain,453,562,Cadherin 5
Q9Y5H0,Domain,570,682,Cadherin 6
Q13410,Domain,27,138,Ig-like V-type 1
Q13410,Domain,148,234,Ig-like V-type 2
Q13410,Domain,285,479,B30.2/SPRY
Q8WWV6,Domain,61,169,Ig-like V-type
Q6UWL6,Domain,24,118,Ig-like C2-type 1
Q6UWL6,Domain,123,222,Ig-like C2-type 2
Q6UWL6,Domain,227,307,Ig-like C2-type 3
Q6UWL6,Domain,312,394,Ig-like C2-type 4
Q6UWL6,Domain,398,501,Ig-like C2-type 5
P32004,Domain,35,125,Ig-like C2-type 1
P32004,Domain,139,226,Ig-like C2-type 2
P32004,Domain,240,328,Ig-like C2-type 3
P32004,Domain,333,420,Ig-like C2-type 4
P32004,Domain,425,507,Ig-like C2-type 5
P32004,Domain,518,607,Ig-like C2-type 6
P32004,Domain,615,712,Fibronectin type-III 1
P32004,Domain,717,810,Fibronectin type-III 2
P32004,Domain,814,916,Fibronectin type-III 3
P32004,Domain,920,1015,Fibronectin type-III 4
P32004,Domain,1016,1115,Fibronectin type-III 5
Q14943,Domain,42,102,Ig-like C2-type 1
Q14943,Domain,137,202,Ig-like C2-type 2
Q14943,Domain,237,300,Ig-like C2-type 3
P18627,Domain,37,167,Ig-like V-type
P18627,Domain,168,252,Ig-like C2-type 1
P18627,Domain,265,343,Ig-like C2-type 2
P18627,Domain,348,419,Ig-like C2-type 3
Q9Y5F2,Domain,35,133,Cadherin 1
Q9Y5F2,Domain,138,242,Cadherin 2
Q9Y5F2,Domain,247,347,Cadherin 3
Q9Y5F2,Domain,352,451,Cadherin 4
Q9Y5F2,Domain,456,561,Cadherin 5
Q9Y5F2,Domain,568,671,Cadherin 6
Q9Y5E3,Domain,34,132,Cadherin 1
Q9Y5E3,Domain,137,241,Cadherin 2
Q9Y5E3,Domain,246,345,Cadherin 3
Q9Y5E3,Domain,350,449,Cadherin 4
Q9Y5E3,Domain,454,559,Cadherin 5
Q9Y5E3,Domain,566,669,Cadherin 6
P01906,Domain,113,205,Ig-like C1-type
Q9NRM6,Domain,331,477,SEFIR
Q9Y561,Domain,47,159,CUB 1
Q9Y561,Domain,165,201,LDL-receptor class A 1
Q9Y561,Domain,214,255,LDL-receptor class A 2
Q9Y561,Domain,259,372,CUB 2
Q9Y561,Domain,374,411,LDL-receptor class A 3
Q9Y561,Domain,412,449,LDL-receptor class A 4
Q9Y561,Domain,450,486,LDL-receptor class A 5
O75144,Domain,19,129,Ig-like V-type
O75144,Domain,141,227,Ig-like C2-type
P10321,Domain,209,297,Ig-like C1-type
Q86YC3,Domain,29,56,LRRNT
Q86YC3,Repeat,58,79,LRR 1
Q86YC3,Repeat,82,103,LRR 2
Q86YC3,Repeat,106,127,LRR 3
Q86YC3,Repeat,133,155,LRR 4
Q86YC3,Repeat,158,179,LRR 5
Q86YC3,Repeat,182,203,LRR 6
Q86YC3,Repeat,206,227,LRR 7
Q86YC3,Repeat,228,239,LRR 8
Q86YC3,Repeat,251,272,LRR 9
Q86YC3,Repeat,273,294,LRR 10
Q86YC3,Repeat,329,350,LRR 11
Q86YC3,Repeat,353,374,LRR 12
Q86YC3,Repeat,377,398,LRR 13
Q86YC3,Repeat,403,424,LRR 14
Q86YC3,Repeat,427,447,LRR 15
Q86YC3,Repeat,463,484,LRR 16
Q86YC3,Repeat,486,507,LRR 17
Q86YC3,Repeat,512,534,LRR 18
Q86YC3,Repeat,537,558,LRR 19
Q86YC3,Repeat,559,580,LRR 20
Q86YC3,Repeat,585,594,LRR 21
Q86YC3,Domain,595,643,LRRCT
O00478,Domain,30,139,Ig-like V-type 1
O00478,Domain,145,236,Ig-like V-type 2
O00478,Domain,322,518,B30.2/SPRY
A8MVZ5,Domain,27,146,Ig-like V-type
Q6UX41,Domain,19,132,Ig-like V-type 1
Q6UX41,Domain,133,222,Ig-like V-type 2
Q6UX41,Domain,270,466,B30.2/SPRY
P54760,Domain,17,202,Eph LBD
P54760,Domain,323,432,Fibronectin type-III 1
P54760,Domain,436,529,Fibronectin type-III 2
P54760,Domain,615,899,Protein kinase
P54760,Domain,907,971,SAM
P98172,Domain,30,164,Ephrin RBD
Q8N109,Domain,42,102,Ig-like C2-type 1
Q8N109,Domain,137,200,Ig-like C2-type 2
Q86VZ4,Domain,99,184,MANSC
Q86VZ4,Domain,210,305,PKD
Q86VZ4,Domain,309,345,LDL-receptor class A
Q13683,Repeat,35,103,FG-GAP 1
Q13683,Repeat,110,175,FG-GAP 2
Q13683,Repeat,185,238,FG-GAP 3
Q13683,Repeat,292,349,FG-GAP 4
Q13683,Repeat,350,411,FG-GAP 5
Q13683,Repeat,412,467,FG-GAP 6
Q13683,Repeat,471,530,FG-GAP 7
Q13683,Repeat,1157,1160,1
Q13683,Repeat,1165,1168,2
Q13683,Repeat,1173,1176,3
Q9Y5F7,Domain,30,133,Cadherin 1
Q9Y5F7,Domain,134,242,Cadherin 2
Q9Y5F7,Domain,243,350,Cadherin 3
Q9Y5F7,Domain,351,455,Cadherin 4
Q9Y5F7,Domain,456,565,Cadherin 5
Q9Y5F7,Domain,572,676,Cadherin 6
Q9Y5F6,Domain,30,133,Cadherin 1
Q9Y5F6,Domain,134,242,Cadherin 2
Q9Y5F6,Domain,243,350,Cadherin 3
Q9Y5F6,Domain,351,454,Cadherin 4
Q9Y5F6,Domain,455,564,Cadherin 5
Q9Y5F6,Domain,571,677,Cadherin 6
P17181,Domain,32,126,Fibronectin type-III 1
P17181,Domain,127,227,Fibronectin type-III 2
P17181,Domain,231,329,Fibronectin type-III 3
P17181,Domain,331,432,Fibronectin type-III 4
Q13478,Domain,33,121,Ig-like C2-type 1
Q13478,Domain,133,212,Ig-like C2-type 2
Q13478,Domain,220,312,Ig-like C2-type 3
Q13478,Domain,373,523,TIR
Q8NI17,Domain,24,122,Fibronectin type-III 1
Q8NI17,Domain,124,225,Fibronectin type-III 2
Q8NI17,Domain,223,315,Fibronectin type-III 3
Q8NI17,Domain,319,416,Fibronectin type-III 4
Q8NI17,Domain,421,515,Fibronectin type-III 5
A6NI73,Domain,51,136,Ig-like C2-type 1
A6NI73,Domain,142,230,Ig-like C2-type 2
O15146,Domain,28,116,Ig-like 1
O15146,Domain,121,205,Ig-like 2
O15146,Domain,212,302,Ig-like 3
O15146,Domain,312,450,FZ
O15146,Domain,575,856,Protein kinase
Q6GTX8,Domain,29,117,Ig-like C2-type
Q9HBW1,Domain,39,75,LRRNT
Q9HBW1,Repeat,76,97,LRR 1
Q9HBW1,Repeat,100,121,LRR 2
Q9HBW1,Repeat,124,145,LRR 3
Q9HBW1,Repeat,148,169,LRR 4
Q9HBW1,Repeat,172,194,LRR 5
Q9HBW1,Repeat,197,218,LRR 6
Q9HBW1,Repeat,219,240,LRR 7
Q9HBW1,Repeat,243,264,LRR 8
Q9HBW1,Repeat,267,288,LRR 9
Q9HBW1,Domain,300,352,LRRCT
Q9HBW1,Domain,353,442,Ig-like
O75197,Repeat,75,119,LDL-receptor class B 1
O75197,Repeat,78,81,YWTD 1
O75197,Repeat,120,162,LDL-receptor class B 2
O75197,Repeat,123,126,YWTD 2
O75197,Repeat,163,206,LDL-receptor class B 3
O75197,Repeat,166,169,YWTD 3
O75197,Repeat,207,247,LDL-receptor class B 4
O75197,Repeat,248,290,LDL-receptor class B 5
O75197,Repeat,251,254,YWTD 4
O75197,Domain,295,337,EGF-like 1
